model_name,class_name,timestamp,accuracy,precision,recall,f1_score,auc,true_positives,true_positives_rate,false_positives,false_negatives,true_negatives
DenseNetV5_2,Atelectasis,2025-06-17 07:35:41,0.8721247563352826,0.33152909336941816,0.14252472367655614,0.19934906427990237,0.7256066469198098,245,0.015919428200129954,494,1474,13177
DenseNetV5_2,Cardiomegaly,2025-06-17 07:35:41,0.9649122807017544,0.35071090047393366,0.357487922705314,0.35406698564593303,0.8736692072856023,148,0.009616634178037688,274,266,14702
DenseNetV5_2,Consolidation,2025-06-17 07:35:41,0.9243014944769331,0.16051136363636365,0.16448326055312956,0.16247304097771387,0.7332277592201376,113,0.007342430149447693,591,574,14112
DenseNetV5_2,Edema,2025-06-17 07:35:41,0.9610136452241715,0.18689320388349515,0.22514619883040934,0.20424403183023873,0.8379279871662143,77,0.005003248862897986,335,265,14713
DenseNetV5_2,Effusion,2025-06-17 07:35:41,0.8671215074723847,0.48330596606458676,0.44506048387096775,0.4633954342692207,0.8329103362480931,883,0.05737491877842755,944,1101,12462
DenseNetV5_2,Emphysema,2025-06-17 07:35:41,0.9705003248862898,0.3069306930693069,0.16489361702127658,0.21453287197231835,0.8190102358366234,62,0.004028589993502274,140,314,14874
DenseNetV5_2,Fibrosis,2025-06-17 07:35:41,0.9792722547108512,0.10588235294117647,0.03571428571428571,0.05341246290801187,0.7194799904371842,9,0.0005847953216374269,76,243,15062
DenseNetV5_2,Hernia,2025-06-17 07:35:41,0.9976608187134502,0.42857142857142855,0.17647058823529413,0.25,0.8695145028576682,6,0.0003898635477582846,8,28,15348
DenseNetV5_2,Infiltration,2025-06-17 07:35:41,0.8016244314489929,0.375,0.05500848896434635,0.09594314480307965,0.6454273028831102,162,0.010526315789473684,270,2783,12175
DenseNetV5_2,Mass,2025-06-17 07:35:41,0.9328135152696556,0.3333333333333333,0.20092915214866433,0.25072463768115943,0.7466794154092391,173,0.01124106562703054,346,688,14183
DenseNetV5_2,Nodule,2025-06-17 07:35:41,0.9304093567251462,0.18840579710144928,0.041401273885350316,0.06788511749347259,0.611242337995782,39,0.00253411306042885,168,903,14280
DenseNetV5_2,Pleural_Thickening,2025-06-17 07:35:41,0.9557504873294347,0.13580246913580246,0.06547619047619048,0.08835341365461848,0.7200281664459416,33,0.0021442495126705653,210,471,14676
DenseNetV5_2,Pneumonia,2025-06-17 07:35:41,0.9816764132553606,0.05063291139240506,0.018957345971563982,0.027586206896551724,0.6560246773963404,4,0.0002599090318388564,75,207,15104
DenseNetV5_2,Pneumothorax,2025-06-17 07:35:41,0.935672514619883,0.35864978902953587,0.3231939163498099,0.34,0.8176653178172684,255,0.016569200779727095,456,534,14145
