model_name,class_name,timestamp,accuracy,precision,recall,f1_score,auc,true_positives,true_positives_rate,false_positives,false_negatives,true_negatives
SimplifiedDenseNetV1_1,Atelectasis,2025-04-19 18:46:11,0.8673164392462638,0.3115519253208868,0.15532286212914484,0.20729813664596272,0.6854033725057763,267,0.017348927875243666,590,1452,13081
SimplifiedDenseNetV1_1,Cardiomegaly,2025-04-19 18:46:11,0.9695906432748538,0.365,0.17632850241545894,0.23778501628664495,0.7220112566579958,73,0.0047433398310591296,127,341,14849
SimplifiedDenseNetV1_1,Consolidation,2025-04-19 18:46:11,0.9294996751137102,0.13553113553113552,0.10771470160116449,0.12003244120032441,0.7005763115014502,74,0.004808317089018844,472,613,14231
SimplifiedDenseNetV1_1,Edema,2025-04-19 18:46:11,0.9730994152046784,0.20491803278688525,0.07309941520467836,0.10775862068965517,0.794355722506692,25,0.0016244314489928524,97,317,14951
SimplifiedDenseNetV1_1,Effusion,2025-04-19 18:46:11,0.8531513970110461,0.4299492385786802,0.4269153225806452,0.42842690945877593,0.7990171558955306,847,0.055035737491877845,1123,1137,12283
SimplifiedDenseNetV1_1,Emphysema,2025-04-19 18:46:11,0.9685510071474984,0.23,0.12234042553191489,0.1597222222222222,0.7615182390052972,46,0.0029889538661468486,154,330,14860
SimplifiedDenseNetV1_1,Fibrosis,2025-04-19 18:46:11,0.98180636777128,0.08823529411764706,0.011904761904761904,0.02097902097902098,0.5880776485958809,3,0.0001949317738791423,31,249,15107
SimplifiedDenseNetV1_1,Hernia,2025-04-19 18:46:11,0.9977907732293697,0.0,0.0,0.0,0.6543236596540153,0,0.0,0,34,15356
SimplifiedDenseNetV1_1,Infiltration,2025-04-19 18:46:11,0.7391163092917479,0.2953328232593726,0.26213921901528014,0.2777477963662529,0.6205108794485208,772,0.05016244314489929,1842,2173,10603
SimplifiedDenseNetV1_1,Mass,2025-04-19 18:46:11,0.9278102664067577,0.24798387096774194,0.14285714285714285,0.1812822402358143,0.6822000997804144,123,0.007992202729044834,373,738,14156
SimplifiedDenseNetV1_1,No Finding,2025-04-19 18:46:11,0.6467836257309941,0.6461222393425783,0.6524896265560166,0.6492903225806451,0.6888891183815591,5032,0.32696556205328137,2756,2680,4922
SimplifiedDenseNetV1_1,Nodule,2025-04-19 18:46:11,0.928200129954516,0.1589958158995816,0.040339702760084924,0.06435224386113463,0.6008213362864525,38,0.0024691358024691358,201,904,14247
SimplifiedDenseNetV1_1,Pleural_Thickening,2025-04-19 18:46:11,0.956140350877193,0.12663755458515283,0.057539682539682536,0.0791268758526603,0.6587248938493396,29,0.0018843404808317088,200,475,14686
SimplifiedDenseNetV1_1,Pneumonia,2025-04-19 18:46:11,0.9862248213125406,0.0,0.0,0.0,0.6596822936652628,0,0.0,1,211,15178
SimplifiedDenseNetV1_1,Pneumothorax,2025-04-19 18:46:11,0.9445743989603639,0.42,0.21292775665399238,0.28259041211101765,0.7588823846553212,168,0.01091617933723197,232,621,14369
