model_name,class_name,timestamp,accuracy,precision,recall,f1_score,auc
Simplified_DenseNet_v1,Atelectasis,2025-03-20 09:36:28,0.8870936344169749,0.2765957446808511,0.0075625363583478765,0.014722536806342015,0.7159360412580469
Simplified_DenseNet_v1,Cardiomegaly,2025-03-20 09:36:28,0.9603529946142366,0.3081395348837209,0.38498789346246975,0.34230355220667386,0.8813249353343964
Simplified_DenseNet_v1,Consolidation,2025-03-20 09:36:28,0.9554214522094607,0.0,0.0,0.0,0.7313643826613474
Simplified_DenseNet_v1,Edema,2025-03-20 09:36:28,0.9637272078385569,0.18181818181818182,0.18128654970760233,0.1815519765739385,0.83539053686376
Simplified_DenseNet_v1,Effusion,2025-03-20 09:36:28,0.879436765946402,0.6265060240963856,0.15725806451612903,0.25141015310233683,0.8033813968964796
Simplified_DenseNet_v1,Emphysema,2025-03-20 09:36:28,0.9752773992602687,0.0,0.0,0.0,0.7022982721168337
Simplified_DenseNet_v1,Fibrosis,2025-03-20 09:36:28,0.9836480436052171,0.0,0.0,0.0,0.6543863878862889
Simplified_DenseNet_v1,Hernia,2025-03-20 09:36:28,0.9537992343131529,0.034340659340659344,0.7352941176470589,0.06561679790026247,0.9085915175070483
Simplified_DenseNet_v1,Infiltration,2025-03-20 09:36:28,0.8087080656673804,0.48322147651006714,0.024464831804281346,0.04657179818887452,0.6304510052019272
Simplified_DenseNet_v1,Mass,2025-03-20 09:36:28,0.9441308156511583,0.0,0.0,0.0,0.6290680140969305
Simplified_DenseNet_v1,No Finding,2025-03-20 09:36:28,0.4993186684835507,1.0,0.0001295840352468576,0.0002591344908007256,0.6998496983507998
Simplified_DenseNet_v1,Nodule,2025-03-20 09:36:28,0.9388099409512686,0.0,0.0,0.0,0.5434533402563775
Simplified_DenseNet_v1,Pleural_Thickening,2025-03-20 09:36:28,0.9673609759262864,0.0,0.0,0.0,0.6584990993134299
Simplified_DenseNet_v1,Pneumonia,2025-03-20 09:36:28,0.9863733696710142,0.0,0.0,0.0,0.650257501856081
Simplified_DenseNet_v1,Pneumothorax,2025-03-20 09:36:28,0.9484134708974109,0.39285714285714285,0.01394169835234474,0.02692778457772338,0.7365944574723678
