model_name,class_name,timestamp,accuracy,precision,recall,f1_score,auc,true_positives,true_positives_rate,false_positives,false_negatives,true_negatives
DenseNetV2_1,Atelectasis,2025-05-17 18:22:50,0.8012995451591943,0.26334393778720394,0.43339150668993603,0.3276165347405453,0.7313896640868436,745,0.048408057179987,2084,974,11587
DenseNetV2_1,Cardiomegaly,2025-05-17 18:22:50,0.9643274853801169,0.3237597911227154,0.2995169082125604,0.3111668757841907,0.8638688245798753,124,0.008057179987004549,259,290,14717
DenseNetV2_1,Consolidation,2025-05-17 18:22:50,0.9499675113710201,0.18796992481203006,0.036390101892285295,0.06097560975609756,0.7323011147157186,25,0.0016244314489928524,108,662,14595
DenseNetV2_1,Edema,2025-05-17 18:22:50,0.9595191682910981,0.18284424379232506,0.23684210526315788,0.20636942675159237,0.8482689700949165,81,0.005263157894736842,362,261,14686
DenseNetV2_1,Effusion,2025-05-17 18:22:50,0.8640675763482781,0.4732937685459941,0.48235887096774194,0.4777833250124813,0.8362273580257756,957,0.062183235867446396,1065,1027,12341
DenseNetV2_1,Emphysema,2025-05-17 18:22:50,0.9664067576348279,0.2747603833865815,0.22872340425531915,0.24963715529753266,0.8344488406565221,86,0.0055880441845354125,227,290,14787
DenseNetV2_1,Fibrosis,2025-05-17 18:22:50,0.980441845354126,0.1111111111111111,0.027777777777777776,0.044444444444444446,0.6952594333192826,7,0.0004548408057179987,56,245,15082
DenseNetV2_1,Hernia,2025-05-17 18:22:50,0.9980506822612085,0.6111111111111112,0.3235294117647059,0.4230769230769231,0.8227786034966215,11,0.0007147498375568551,7,23,15349
DenseNetV2_1,Infiltration,2025-05-17 18:22:50,0.7507472384665367,0.3340782122905028,0.3045840407470289,0.3186500888099467,0.6473808083240282,897,0.05828460038986355,1788,2048,10657
DenseNetV2_1,Mass,2025-05-17 18:22:50,0.9413255360623781,0.43478260869565216,0.16260162601626016,0.23668639053254437,0.7436734524862727,140,0.009096816114359974,182,721,14347
DenseNetV2_1,Nodule,2025-05-17 18:22:50,0.9181286549707602,0.16025641025641027,0.07961783439490445,0.10638297872340426,0.6095807308382298,75,0.004873294346978557,393,867,14055
DenseNetV2_1,Pleural_Thickening,2025-05-17 18:22:50,0.9654320987654321,0.22,0.021825396825396824,0.039711191335740074,0.6975239332151868,11,0.0007147498375568551,39,493,14847
DenseNetV2_1,Pneumonia,2025-05-17 18:22:50,0.970240415854451,0.030418250950570342,0.037914691943127965,0.03375527426160337,0.6373722238475519,8,0.0005198180636777127,255,203,14924
DenseNetV2_1,Pneumothorax,2025-05-17 18:22:50,0.9460038986354776,0.45227272727272727,0.2522179974651457,0.32384052074857606,0.8152603659540656,199,0.012930474333983106,241,590,14360
