model_name,class_name,timestamp,accuracy,precision,recall,f1_score,auc
Simplified_DensNet_v3,Atelectasis,2025-03-04 05:46:12,0.8881604569648189,0.4146341463414634,0.0099067599067599,0.0193511667615253,0.7236756790810845
Simplified_DensNet_v3,Cardiomegaly,2025-03-04 05:46:12,0.8861482539270414,0.1474801061007957,0.6541176470588236,0.2406926406926406,0.8744265088720222
Simplified_DensNet_v3,Consolidation,2025-03-04 05:46:12,0.9561859015967804,0.0,0.0,0.0,0.7611729358847681
Simplified_DensNet_v3,Edema,2025-03-04 05:46:12,0.9498896533817992,0.1521035598705501,0.2748538011695906,0.1958333333333333,0.8537607960421499
Simplified_DensNet_v3,Effusion,2025-03-04 05:46:12,0.851940802284824,0.4341397849462365,0.4876698540513337,0.4593505570040294,0.8230624590803785
Simplified_DensNet_v3,Emphysema,2025-03-04 05:46:12,0.9733220823055952,0.2676056338028169,0.0502645502645502,0.0846325167037861,0.7519903763415874
Simplified_DensNet_v3,Fibrosis,2025-03-04 05:46:12,0.9822796313124756,0.0,0.0,0.0,0.7136102262905681
Simplified_DensNet_v3,Hernia,2025-03-04 05:46:12,0.9973386992081008,0.1875,0.0967741935483871,0.1276595744680851,0.7272383949645949
Simplified_DensNet_v3,Infiltration,2025-03-04 05:46:12,0.8092950798390237,0.4342105263157895,0.0226182316655243,0.0429967426710097,0.6601825620999175
Simplified_DensNet_v3,Mass,2025-03-04 05:46:12,0.9439828638192912,0.5,0.0046349942062572,0.0091848450057405,0.7329835548219215
Simplified_DensNet_v3,No Finding,2025-03-04 05:46:12,0.4975983383097494,1.0,0.0018055197317513,0.0036045314109165,0.7344017491739252
Simplified_DensNet_v3,Nodule,2025-03-04 05:46:12,0.9404777359470337,0.0,0.0,0.0,0.5957998596009322
Simplified_DensNet_v3,Pleural_Thickening,2025-03-04 05:46:12,0.9672205634168506,1.0,0.0019762845849802,0.0039447731755424,0.7081332732047644
Simplified_DensNet_v3,Pneumonia,2025-03-04 05:46:12,0.9850058418797872,0.0,0.0,0.0,0.6431347126240041
Simplified_DensNet_v3,Pneumothorax,2025-03-04 05:46:12,0.9513176684408672,0.4098360655737705,0.03382949932341,0.0625,0.771632681247649
Simplified_DensNet_v3,Atelectasis,2025-03-07 11:18:52,0.8881604569648189,0.4155844155844156,0.01871345029239766,0.03581421376608842,0.7072621621713944
Simplified_DensNet_v3,Cardiomegaly,2025-03-07 11:18:52,0.9648189017266,0.32,0.2692307692307692,0.2924281984334204,0.8712248871042233
Simplified_DensNet_v3,Consolidation,2025-03-07 11:18:52,0.9561859015967805,0.0,0.0,0.0,0.7489704000382162
Simplified_DensNet_v3,Edema,2025-03-07 11:18:52,0.9642347137478904,0.16451612903225807,0.14868804664723032,0.1562021439509954,0.8243240392295993
Simplified_DensNet_v3,Effusion,2025-03-07 11:18:52,0.8757626898610931,0.595108695652174,0.11038306451612903,0.18622448979591838,0.81443518420047
Simplified_DensNet_v3,Emphysema,2025-03-07 11:18:52,0.9604050369985719,0.14461538461538462,0.12401055408970976,0.13352272727272727,0.757171655663605
Simplified_DensNet_v3,Fibrosis,2025-03-07 11:18:52,0.9416461119044528,0.05021520803443329,0.12867647058823528,0.07223942208462332,0.6770455985354364
Simplified_DensNet_v3,Hernia,2025-03-07 11:18:52,0.9947423081916137,0.0847457627118644,0.15625,0.10989010989010989,0.7357490731104462
Simplified_DensNet_v3,Infiltration,2025-03-07 11:18:52,0.8078021550045437,0.43455497382198954,0.02826975476839237,0.05308602494403582,0.6351040180356562
Simplified_DensNet_v3,Mass,2025-03-07 11:18:52,0.9437881344930547,0.0,0.0,0.0,0.7049734982893412
Simplified_DensNet_v3,No Finding,2025-03-07 11:18:52,0.502206932364014,0.8448275862068966,0.012646793134598013,0.0249205340114431,0.7227121007815861
Simplified_DensNet_v3,Nodule,2025-03-07 11:18:52,0.9401531870699728,0.0,0.0,0.0,0.5543973722818387
Simplified_DensNet_v3,Pleural_Thickening,2025-03-07 11:18:52,0.9672854731922628,0.0,0.0,0.0,0.7146390811502877
Simplified_DensNet_v3,Pneumonia,2025-03-07 11:18:52,0.9846812930027262,0.0,0.0,0.0,0.6214355943376201
Simplified_DensNet_v3,Pneumothorax,2025-03-07 11:18:52,0.9395040893158509,0.2707317073170732,0.14919354838709678,0.1923743500866551,0.7932657825143777
