model_name,class_name,timestamp,accuracy,precision,recall,f1_score,auc,true_positives,true_positives_rate,false_positives,false_negatives,true_negatives
DenseNetV3_1,Atelectasis,2025-05-19 18:57:28,0.82729044834308,0.2679189322787939,0.31529959278650377,0.2896846606092998,0.7047987678873711,542,0.03521767381416504,1481,1177,12190
DenseNetV3_1,Cardiomegaly,2025-05-19 18:57:28,0.9647173489278752,0.3475177304964539,0.35507246376811596,0.35125448028673834,0.8536909457708823,147,0.009551656920077973,276,267,14700
DenseNetV3_1,Consolidation,2025-05-19 18:57:28,0.9426900584795321,0.1602787456445993,0.06695778748180495,0.0944558521560575,0.7171868102450847,46,0.0029889538661468486,241,641,14462
DenseNetV3_1,Edema,2025-05-19 18:57:28,0.9732943469785575,0.271523178807947,0.11988304093567251,0.1663286004056795,0.7912498717554118,41,0.002664067576348278,110,301,14938
DenseNetV3_1,Effusion,2025-05-19 18:57:28,0.8680961663417803,0.4851036269430052,0.37752016129032256,0.4246031746031746,0.8171680320078155,749,0.04866796621182586,795,1235,12611
DenseNetV3_1,Emphysema,2025-05-19 18:57:28,0.9730994152046784,0.375,0.15159574468085107,0.2159090909090909,0.8160773349129465,57,0.003703703703703704,95,319,14919
DenseNetV3_1,Fibrosis,2025-05-19 18:57:28,0.981351526965562,0.1568627450980392,0.031746031746031744,0.052805280528052806,0.6661058211543744,8,0.0005198180636777127,43,244,15095
DenseNetV3_1,Hernia,2025-05-19 18:57:28,0.9980506822612085,0.6428571428571429,0.2647058823529412,0.375,0.7976475951151496,9,0.0005847953216374269,5,25,15351
DenseNetV3_1,Infiltration,2025-05-19 18:57:28,0.7711500974658869,0.3575308641975309,0.24584040747028862,0.2913480885311871,0.6451948914783622,724,0.04704353476283301,1301,2221,11144
DenseNetV3_1,Mass,2025-05-19 18:57:28,0.939311241065627,0.38557993730407525,0.14285714285714285,0.20847457627118643,0.7301986998808663,123,0.007992202729044834,196,738,14333
DenseNetV3_1,Nodule,2025-05-19 18:57:28,0.9061078622482132,0.1381294964028777,0.10191082802547771,0.11728772144166158,0.6150993136231434,96,0.006237816764132553,599,846,13849
DenseNetV3_1,Pleural_Thickening,2025-05-19 18:57:28,0.9606237816764133,0.16,0.047619047619047616,0.07339449541284404,0.7015212439940371,24,0.0015594541910331384,126,480,14760
DenseNetV3_1,Pneumonia,2025-05-19 18:57:28,0.9849252761533464,0.043478260869565216,0.004739336492890996,0.008547008547008548,0.6313897443118751,1,6.49772579597141e-05,22,210,15157
DenseNetV3_1,Pneumothorax,2025-05-19 18:57:28,0.938856400259909,0.38484848484848483,0.32192648922686945,0.3505866114561767,0.8095241753412205,254,0.01650422352176738,406,535,14195
