model_name,class_name,timestamp,accuracy,precision,recall,f1_score,auc,true_positives,true_positives_rate,false_positives,false_negatives,true_negatives
DenseNetV1_2,Atelectasis,2025-04-24 08:02:07,0.8866146848602989,0.3879310344827586,0.02617801047120419,0.04904632152588556,0.7334514544807207,45,0.0029239766081871343,71,1674,13600
DenseNetV1_2,Cardiomegaly,2025-04-24 08:02:07,0.9573099415204679,0.27706422018348625,0.3647342995169082,0.3149113660062565,0.8737495290371198,151,0.00981156595191683,394,263,14582
DenseNetV1_2,Consolidation,2025-04-24 08:02:07,0.9553606237816764,0.0,0.0,0.0,0.7647205053063763,0,0.0,0,687,14703
DenseNetV1_2,Edema,2025-04-24 08:02:07,0.9571799870045484,0.18613861386138614,0.27485380116959063,0.22195985832349469,0.848745418170626,94,0.006107862248213126,411,248,14637
DenseNetV1_2,Effusion,2025-04-24 08:02:07,0.8779077322936972,0.5502392344497608,0.28981854838709675,0.37966325519973587,0.8356130146648346,575,0.037361923326835605,470,1409,12936
DenseNetV1_2,Emphysema,2025-04-24 08:02:07,0.9705003248862898,0.2903225806451613,0.14361702127659576,0.19217081850533807,0.7770049372358848,54,0.0035087719298245615,132,322,14882
DenseNetV1_2,Fibrosis,2025-04-24 08:02:07,0.9719298245614035,0.08333333333333333,0.07142857142857142,0.07692307692307693,0.6977217010907062,18,0.0011695906432748538,198,234,14940
DenseNetV1_2,Hernia,2025-04-24 08:02:07,0.997270955165692,0.3181818181818182,0.20588235294117646,0.25,0.8511503455250294,7,0.0004548408057179987,15,27,15341
DenseNetV1_2,Infiltration,2025-04-24 08:02:07,0.8055880441845354,0.41454545454545455,0.03870967741935484,0.07080745341614907,0.6550000443377004,114,0.007407407407407408,161,2831,12284
DenseNetV1_2,Mass,2025-04-24 08:02:07,0.9441195581546459,0.5294117647058824,0.010452961672473868,0.02050113895216401,0.7088542687143635,9,0.0005847953216374269,8,852,14521
DenseNetV1_2,No Finding,2025-04-24 08:02:07,0.5293697205977907,0.821673525377229,0.07767116182572614,0.1419263120483355,0.731755766191922,599,0.03892137751786875,130,7113,7548
DenseNetV1_2,Nodule,2025-04-24 08:02:07,0.9387914230019493,0.0,0.0,0.0,0.5538692606974157,0,0.0,0,942,14448
DenseNetV1_2,Pleural_Thickening,2025-04-24 08:02:07,0.9672514619883041,0.0,0.0,0.0,0.7140288680746157,0,0.0,0,504,14886
DenseNetV1_2,Pneumonia,2025-04-24 08:02:07,0.9861598440545809,0.0,0.0,0.0,0.6423266866889245,0,0.0,2,211,15177
DenseNetV1_2,Pneumothorax,2025-04-24 08:02:07,0.9473684210526315,0.4444444444444444,0.10646387832699619,0.17177914110429449,0.8009623800442858,84,0.005458089668615985,105,705,14496
