model_name,class_name,timestamp,accuracy,precision,recall,f1_score,auc
DenseNet121_v5_1,Atelectasis,2025-04-13 08:23:24,0.8886509635974305,0.5194805194805194,0.0232693426410703,0.0445434298440979,0.7427397169712397
DenseNet121_v5_1,Cardiomegaly,2025-04-13 08:23:24,0.954448121471676,0.2745709828393136,0.4261501210653753,0.333965844402277,0.8759879848386565
DenseNet121_v5_1,Consolidation,2025-04-13 08:23:24,0.9554214522094608,0.0,0.0,0.0,0.755699237636757
DenseNet121_v5_1,Edema,2025-04-13 08:23:24,0.9663227564726494,0.2117263843648208,0.1900584795321637,0.2003081664098613,0.8586808672310102
DenseNet121_v5_1,Effusion,2025-04-13 08:23:24,0.8745701122574784,0.5171486213853396,0.3876008064516129,0.4430999711898588,0.837914419849749
DenseNet121_v5_1,Emphysema,2025-04-13 08:23:24,0.9750178443968592,0.4285714285714285,0.0718085106382978,0.123006833712984,0.7644926023675254
DenseNet121_v5_1,Fibrosis,2025-04-13 08:23:24,0.981571604697943,0.18,0.0357142857142857,0.0596026490066225,0.6963650908831989
DenseNet121_v5_1,Hernia,2025-04-13 08:23:24,0.9974044513659076,0.3928571428571428,0.3235294117647059,0.3548387096774194,0.8895045694677689
DenseNet121_v5_1,Infiltration,2025-04-13 08:23:24,0.8084485108039712,0.3902439024390244,0.0054366292898402,0.0107238605898123,0.6649144133139859
DenseNet121_v5_1,Mass,2025-04-13 08:23:24,0.9443903705145676,0.5344827586206896,0.0360046457607433,0.0674646354733405,0.7428283263686835
DenseNet121_v5_1,Nodule,2025-04-13 08:23:24,0.9388099409512686,0.0,0.0,0.0,0.6042891380428992
DenseNet121_v5_1,Pleural_Thickening,2025-04-13 08:23:24,0.9673609759262864,0.0,0.0,0.0,0.7367164066846572
DenseNet121_v5_1,Pneumonia,2025-04-13 08:23:24,0.9863733696710142,0.0,0.0,0.0,0.6940262388752619
DenseNet121_v5_1,Pneumothorax,2025-04-13 08:23:24,0.9484783596132632,0.4691358024691358,0.0481622306717363,0.0873563218390804,0.8040361945704331
DenseNet121_v5_1,Atelectasis,2025-04-13 17:24:27,0.8886509635974305,0.5194805194805194,0.02326934264107039,0.044543429844097995,0.7427397169712397
DenseNet121_v5_1,Cardiomegaly,2025-04-13 17:24:27,0.9544481214716761,0.2745709828393136,0.4261501210653753,0.33396584440227706,0.8759879848386565
DenseNet121_v5_1,Consolidation,2025-04-13 17:24:27,0.9554214522094607,0.0,0.0,0.0,0.755699237636757
DenseNet121_v5_1,Edema,2025-04-13 17:24:27,0.9663227564726494,0.21172638436482086,0.19005847953216373,0.20030816640986132,0.8586808672310102
DenseNet121_v5_1,Effusion,2025-04-13 17:24:27,0.8745701122574784,0.5171486213853396,0.3876008064516129,0.44309997118985883,0.837914419849749
DenseNet121_v5_1,Emphysema,2025-04-13 17:24:27,0.9750178443968593,0.42857142857142855,0.07180851063829788,0.12300683371298406,0.7644926023675254
DenseNet121_v5_1,Fibrosis,2025-04-13 17:24:27,0.981571604697943,0.18,0.03571428571428571,0.059602649006622516,0.6963650908831989
DenseNet121_v5_1,Hernia,2025-04-13 17:24:27,0.9974044513659075,0.39285714285714285,0.3235294117647059,0.3548387096774194,0.8895045694677689
DenseNet121_v5_1,Infiltration,2025-04-13 17:24:27,0.8084485108039712,0.3902439024390244,0.0054366292898402994,0.010723860589812333,0.6649144133139859
DenseNet121_v5_1,Mass,2025-04-13 17:24:27,0.9443903705145675,0.5344827586206896,0.036004645760743324,0.06746463547334058,0.7428283263686835
DenseNet121_v5_1,Nodule,2025-04-13 17:24:27,0.9388099409512686,0.0,0.0,0.0,0.6042891380428992
DenseNet121_v5_1,Pleural_Thickening,2025-04-13 17:24:27,0.9673609759262864,0.0,0.0,0.0,0.7367164066846572
DenseNet121_v5_1,Pneumonia,2025-04-13 17:24:27,0.9863733696710142,0.0,0.0,0.0,0.6940262388752619
DenseNet121_v5_1,Pneumothorax,2025-04-13 17:24:27,0.9484783596132632,0.4691358024691358,0.048162230671736375,0.08735632183908046,0.8040361945704331
