epoch,timestamp,class_name,high_confidence_ratio,medium_confidence_ratio,uncertain_ratio,low_confidence_ratio,true_positives,false_positives,loss_contribution,avg_confidence_correct,avg_confidence_incorrect
0,2025-04-11T21:51:48.776071,Atelectasis,0.0,0.0,0.0,1.0,0,0,0.3353704512119293,0.10613733530044556,0.12685945630073547
0,2025-04-11T21:51:48.776071,Cardiomegaly,0.0,0.0,0.0,1.0,0,0,0.1384538859128952,0.07167521119117737,0.08819163590669632
0,2025-04-11T21:51:48.776071,Consolidation,0.0,0.0,0.0,1.0,0,0,0.17459626495838165,0.06530596315860748,0.0920758917927742
0,2025-04-11T21:51:48.776071,Edema,0.0,0.0,0.00838152166850757,0.9916184783314924,4,6,0.1311238408088684,0.08466462790966034,0.20271220803260803
0,2025-04-11T21:51:48.776071,Effusion,0.0,0.0,0.0,1.0,0,0,0.34988874197006226,0.11467299610376358,0.16204501688480377
0,2025-04-11T21:51:48.776071,Emphysema,0.0,0.0,0.0,1.0,0,0,0.15195082128047943,0.0921047031879425,0.09643711149692535
0,2025-04-11T21:51:48.776071,Fibrosis,0.0,0.0,0.0,1.0,0,0,0.125498965382576,0.08329341560602188,0.09902782738208771
0,2025-04-11T21:51:48.776071,Hernia,0.0,0.0,0.0,1.0,0,0,0.06629998236894608,0.058082569390535355,0.06688220798969269
0,2025-04-11T21:51:48.776071,Infiltration,0.0,0.0,0.004028328243778832,0.9959716717562211,0,0,0.4730805456638336,0.2089322805404663,0.2403252124786377
0,2025-04-11T21:51:48.776071,Mass,0.0,0.0,0.0,1.0,0,0,0.23267123103141785,0.10985728353261948,0.11247474700212479
0,2025-04-11T21:51:48.776071,Nodule,0.0,0.0,0.0,1.0,0,0,0.25104081630706787,0.12133822590112686,0.12502513825893402
0,2025-04-11T21:51:48.776071,Pleural_Thickening,0.0,0.0,0.0,1.0,0,0,0.15564782917499542,0.069085992872715,0.07308534532785416
0,2025-04-11T21:51:48.776071,Pneumonia,0.0,0.0,0.0,1.0,0,0,0.08125093579292297,0.03760746493935585,0.04304180294275284
0,2025-04-11T21:51:48.776071,Pneumothorax,0.0,0.0,0.0,1.0,0,0,0.231160506606102,0.12968488037586212,0.15204784274101257
1,2025-04-11T22:34:52.919616,Atelectasis,0.0,0.0,0.0,1.0,0,0,0.33671802282333374,0.11838231980800629,0.13807691633701324
1,2025-04-11T22:34:52.919616,Cardiomegaly,0.0,0.0,0.0,1.0,0,0,0.15261270105838776,0.09260720014572144,0.1212613582611084
1,2025-04-11T22:34:52.919616,Consolidation,0.0,0.0,0.0,1.0,0,0,0.19394369423389435,0.10392814129590988,0.15242445468902588
1,2025-04-11T22:34:52.919616,Edema,0.0,0.0,0.04216750048729777,0.9578324995127022,4,16,0.18566036224365234,0.13938602805137634,0.30960047245025635
1,2025-04-11T22:34:52.919616,Effusion,0.0,0.0,0.002858813592359171,0.9971411864076408,0,0,0.35134536027908325,0.17056679725646973,0.25381937623023987
1,2025-04-11T22:34:52.919616,Emphysema,0.0,0.0,0.0,1.0,0,0,0.14081059396266937,0.0774770975112915,0.08214355260133743
1,2025-04-11T22:34:52.919616,Fibrosis,0.0,0.0,0.0,1.0,0,0,0.0957518219947815,0.046887271106243134,0.05655898526310921
1,2025-04-11T22:34:52.919616,Hernia,0.0,0.0,0.0059125462932882854,0.9940874537067117,0,7,0.09526071697473526,0.08245986700057983,0.1815515160560608
1,2025-04-11T22:34:52.919616,Infiltration,0.0,0.0,0.0,1.0,0,0,0.470157265663147,0.20590204000473022,0.2456376999616623
1,2025-04-11T22:34:52.919616,Mass,0.0,0.0,0.0,1.0,0,0,0.22781941294670105,0.09911532700061798,0.10137060284614563
1,2025-04-11T22:34:52.919616,Nodule,0.0,0.0,0.0,1.0,0,0,0.24328264594078064,0.10745736956596375,0.11145986616611481
1,2025-04-11T22:34:52.919616,Pleural_Thickening,0.0,0.0,0.0,1.0,0,0,0.15363778173923492,0.06614018976688385,0.071634940803051
1,2025-04-11T22:34:52.919616,Pneumonia,0.0,0.0,0.0,1.0,0,0,0.09346967935562134,0.054787665605545044,0.06684103608131409
1,2025-04-11T22:34:52.919616,Pneumothorax,0.0,0.0,0.0,1.0,0,0,0.20295192301273346,0.07997249066829681,0.09549444913864136
2,2025-04-11T23:18:25.175955,Atelectasis,0.0,0.0,0.0,1.0,0,0,0.33645981550216675,0.08932869136333466,0.1087210550904274
2,2025-04-11T23:18:25.175955,Cardiomegaly,0.0,0.00012994607237996233,0.002858813592359171,0.9970112403352609,2,8,0.12943243980407715,0.06835921108722687,0.14782844483852386
2,2025-04-11T23:18:25.175955,Consolidation,0.0,0.0,0.0,1.0,0,0,0.17719952762126923,0.07768288999795914,0.12165694683790207
2,2025-04-11T23:18:25.175955,Edema,0.0,0.0,0.007731791306607757,0.9922682086933923,0,6,0.13446785509586334,0.08933167904615402,0.22219927608966827
2,2025-04-11T23:18:25.175955,Effusion,0.0,0.0,6.497303618998116e-05,0.99993502696381,0,0,0.3331356346607208,0.11184666305780411,0.18740752339363098
2,2025-04-11T23:18:25.175955,Emphysema,0.0,0.0,0.0,1.0,0,0,0.17110249400138855,0.11454322934150696,0.12637661397457123
2,2025-04-11T23:18:25.175955,Fibrosis,0.0,0.0,0.0,1.0,0,0,0.16022345423698425,0.1201443299651146,0.1486159712076187
2,2025-04-11T23:18:25.175955,Hernia,0.0,0.0,0.0,1.0,0,0,0.06432963162660599,0.056084826588630676,0.07955515384674072
2,2025-04-11T23:18:25.175955,Infiltration,0.0,0.0,0.003248651809499058,0.9967513481905009,0,0,0.4658944308757782,0.18560034036636353,0.22558122873306274
2,2025-04-11T23:18:25.175955,Mass,0.0,0.0,0.0,1.0,0,0,0.234416201710701,0.11510729044675827,0.12242806702852249
2,2025-04-11T23:18:25.175955,Nodule,0.0,0.0,0.0,1.0,0,0,0.2622392177581787,0.14007677137851715,0.14481274783611298
2,2025-04-11T23:18:25.175955,Pleural_Thickening,0.0,0.0,0.0,1.0,0,0,0.174991637468338,0.09996658563613892,0.11448656022548676
2,2025-04-11T23:18:25.175955,Pneumonia,0.0,0.0,0.0,1.0,0,0,0.09259694069623947,0.05339441075921059,0.06450831145048141
2,2025-04-11T23:18:25.175955,Pneumothorax,0.0,0.0,0.0,1.0,0,0,0.24531450867652893,0.15040132403373718,0.18707630038261414
3,2025-04-12T00:03:47.004628,Atelectasis,0.0,0.0,0.0,1.0,0,0,0.3243483901023865,0.11289338022470474,0.15334218740463257
3,2025-04-12T00:03:47.004628,Cardiomegaly,0.0,0.00038983821713988695,0.002144110194269378,0.9974660515885907,7,10,0.12127900868654251,0.06016000732779503,0.14131975173950195
3,2025-04-12T00:03:47.004628,Consolidation,0.0,0.0,0.0,1.0,0,0,0.1844026744365692,0.09339480847120285,0.15740740299224854
3,2025-04-12T00:03:47.004628,Edema,0.0,6.497303618998116e-05,0.0472353973101163,0.9526996296536937,19,101,0.15630964934825897,0.1079709529876709,0.33979132771492004
3,2025-04-12T00:03:47.004628,Effusion,0.0,0.0,0.027743486453121954,0.972256513546878,16,3,0.3273509740829468,0.14615818858146667,0.2680911123752594
3,2025-04-12T00:03:47.004628,Emphysema,0.0,0.0,0.0,1.0,0,0,0.14228878915309906,0.08185093849897385,0.09717622399330139
3,2025-04-12T00:03:47.004628,Fibrosis,0.0,0.0,0.0,1.0,0,0,0.13147388398647308,0.09073876589536667,0.1183406412601471
3,2025-04-12T00:03:47.004628,Hernia,6.497303618998116e-05,0.006562276655188097,0.015268663504645572,0.9781040868039763,6,175,0.0715193897485733,0.05008607357740402,0.5605971813201904
3,2025-04-12T00:03:47.004628,Infiltration,0.0,0.0,0.07361445000324865,0.9263855499967514,7,18,0.46939197182655334,0.2139778882265091,0.2717095911502838
3,2025-04-12T00:03:47.004628,Mass,0.0,0.0,0.0,1.0,0,0,0.23480093479156494,0.11682216823101044,0.13035018742084503
3,2025-04-12T00:03:47.004628,Nodule,0.0,0.0,0.0,1.0,0,0,0.24326983094215393,0.10909218341112137,0.11419370025396347
3,2025-04-12T00:03:47.004628,Pleural_Thickening,0.0,0.0,0.0,1.0,0,0,0.1531422734260559,0.07031592726707458,0.08750398457050323
3,2025-04-12T00:03:47.004628,Pneumonia,0.0,0.0,0.0,1.0,0,0,0.094058558344841,0.05518660321831703,0.06700532883405685
3,2025-04-12T00:03:47.004628,Pneumothorax,0.0,0.0,0.0,1.0,0,0,0.19320544600486755,0.07661847770214081,0.1160404235124588
4,2025-04-12T00:51:13.445729,Atelectasis,0.0,0.0,0.00038983821713988695,0.9996101617828601,0,0,0.3183508515357971,0.09218256920576096,0.14596514403820038
4,2025-04-12T00:51:13.445729,Cardiomegaly,0.0,0.0007796764342797739,0.002533948411409265,0.9966863751543109,16,11,0.10416470468044281,0.04011351987719536,0.1360163539648056
