model_name,class_name,timestamp,accuracy,precision,recall,f1_score,auc
DenseNet121_v2_1,Atelectasis,2025-03-25 15:02:33,0.8885860748815781,0.55,0.006399069226294357,0.012650948821161587,0.7253133509637862
DenseNet121_v2_1,Cardiomegaly,2025-03-25 15:02:33,0.9628187658166245,0.3009950248756219,0.2929782082324455,0.2969325153374233,0.866043236757637
DenseNet121_v2_1,Consolidation,2025-03-25 15:02:33,0.9554214522094607,0.0,0.0,0.0,0.7465828794703674
DenseNet121_v2_1,Edema,2025-03-25 15:02:33,0.9669067549153202,0.1865671641791045,0.14619883040935672,0.16393442622950818,0.8387708936552676
DenseNet121_v2_1,Effusion,2025-03-25 15:02:33,0.8779443254817987,0.6380697050938338,0.11995967741935484,0.20195163343232922,0.8139499514399248
DenseNet121_v2_1,Emphysema,2025-03-25 15:02:33,0.9571734475374732,0.19658119658119658,0.24468085106382978,0.21800947867298578,0.7749340192034191
DenseNet121_v2_1,Fibrosis,2025-03-25 15:02:33,0.9808578288235675,0.0425531914893617,0.007936507936507936,0.013377926421404682,0.7224379251887662
DenseNet121_v2_1,Hernia,2025-03-25 15:02:33,0.9977937836610213,0.0,0.0,0.0,0.79925519014265
DenseNet121_v2_1,Infiltration,2025-03-25 15:02:33,0.8072805139186295,0.3805309734513274,0.014610941216445803,0.0281413612565445,0.6573017614866399
DenseNet121_v2_1,Mass,2025-03-25 15:02:33,0.943871260787749,0.16666666666666666,0.0011614401858304297,0.002306805074971165,0.7075006685265675
DenseNet121_v2_1,No Finding,2025-03-25 15:02:33,0.5422101096619298,0.7998188405797102,0.11442270312297526,0.20020405849676906,0.7354613331445208
DenseNet121_v2_1,Nodule,2025-03-25 15:02:33,0.9388099409512686,0.0,0.0,0.0,0.5556985966176571
DenseNet121_v2_1,Pleural_Thickening,2025-03-25 15:02:33,0.9673609759262864,0.0,0.0,0.0,0.692924089485091
DenseNet121_v2_1,Pneumonia,2025-03-25 15:02:33,0.9863733696710142,0.0,0.0,0.0,0.6220229872094881
DenseNet121_v2_1,Pneumothorax,2025-03-25 15:02:33,0.9412108234378042,0.29896907216494845,0.11026615969581749,0.16111111111111112,0.7863879956570121
