model_name,class_name,timestamp,accuracy,precision,recall,f1_score,auc
Simplified_DensNet_v2,Atelectasis,2025-03-06 12:36:26,0.8884200960664677,0.0,0.0,0.0,0.6862944260386783
Simplified_DensNet_v2,Cardiomegaly,2025-03-06 12:36:26,0.967350382967675,0.2898550724637681,0.14423076923076922,0.1926163723916533,0.8151126391953609
Simplified_DensNet_v2,Consolidation,2025-03-06 12:36:26,0.9567051798000779,0.0,0.0,0.0,0.745724634120961
Simplified_DensNet_v2,Edema,2025-03-06 12:36:26,0.9774113981565624,0.0,0.0,0.0,0.8262234155711459
Simplified_DensNet_v2,Effusion,2025-03-06 12:36:26,0.8712190055822406,0.5175879396984925,0.05173279758915118,0.09406392694063927,0.7803928150025845
Simplified_DensNet_v2,Emphysema,2025-03-06 12:36:26,0.9757237439958458,0.0,0.0,0.0,0.6805906757206729
Simplified_DensNet_v2,Fibrosis,2025-03-06 12:36:26,0.9823445410878878,0.0,0.0,0.0,0.6416684967233888
Simplified_DensNet_v2,Hernia,2025-03-06 12:36:26,0.9692976762300403,0.013245033112582781,0.1875,0.024742268041237112,0.6696167230388967
Simplified_DensNet_v2,Infiltration,2025-03-06 12:36:26,0.8094898091652603,0.0,0.0,0.0,0.6406352072412768
Simplified_DensNet_v2,Mass,2025-03-06 12:36:26,0.9438530442684668,0.0,0.0,0.0,0.5544309035682641
Simplified_DensNet_v2,No Finding,2025-03-06 12:36:26,0.49740360898351293,0.0,0.0,0.0,0.6924370227163712
Simplified_DensNet_v2,Nodule,2025-03-06 12:36:26,0.9400233675191484,0.0,0.0,0.0,0.5313981350785659
Simplified_DensNet_v2,Pleural_Thickening,2025-03-06 12:36:26,0.9671556536414384,0.0,0.0,0.0,0.6386754914184152
Simplified_DensNet_v2,Pneumonia,2025-03-06 12:36:26,0.9848111125535506,0.0,0.0,0.0,0.6590267778476321
Simplified_DensNet_v2,Pneumothorax,2025-03-06 12:36:26,0.9521614955212255,1.0,0.0013550135501355014,0.0027063599458728013,0.7126835476154053
