model_name,class_name,timestamp,accuracy,precision,recall,f1_score,auc
DenseNet121_v5,Atelectasis,2025-04-11 16:18:16,0.8880669651547596,0.45714285714285713,0.01861547411285631,0.03577417551704863,0.7434255652103272
DenseNet121_v5,Cardiomegaly,2025-04-11 16:18:16,0.9513983518266174,0.2627118644067797,0.45036319612590797,0.33184656556645853,0.8799515480191547
DenseNet121_v5,Consolidation,2025-04-11 16:18:16,0.9554214522094607,0.0,0.0,0.0,0.7630805165357968
DenseNet121_v5,Edema,2025-04-11 16:18:16,0.9534099020180391,0.18561872909698995,0.32456140350877194,0.23617021276595745,0.866464943521012
DenseNet121_v5,Effusion,2025-04-11 16:18:16,0.8786581013561742,0.5426646706586826,0.3654233870967742,0.4367469879518072,0.8455337644178678
DenseNet121_v5,Emphysema,2025-04-11 16:18:16,0.974952955681007,0.4107142857142857,0.061170212765957445,0.10648148148148148,0.7962500619122757
DenseNet121_v5,Fibrosis,2025-04-11 16:18:16,0.9809227175394198,0.15,0.03571428571428571,0.057692307692307696,0.7365384595248043
DenseNet121_v5,Hernia,2025-04-11 16:18:16,0.9940302381415872,0.17045454545454544,0.4411764705882353,0.2459016393442623,0.8493261517392285
DenseNet121_v5,Infiltration,2025-04-11 16:18:16,0.8065018493284017,0.4573304157549234,0.07101597009853891,0.12294117647058823,0.6716325154951893
DenseNet121_v5,Mass,2025-04-11 16:18:16,0.9410810460060995,0.33793103448275863,0.056910569105691054,0.09741550695825049,0.7440523486236336
DenseNet121_v5,Nodule,2025-04-11 16:18:16,0.9381610537927454,0.1875,0.003181336161187699,0.006256517205422315,0.6221474326930885
DenseNet121_v5,Pleural_Thickening,2025-04-11 16:18:16,0.9663227564726494,0.13636363636363635,0.005964214711729622,0.011428571428571429,0.7430994926603512
DenseNet121_v5,Pneumonia,2025-04-11 16:18:16,0.9864382583868665,1.0,0.004761904761904762,0.009478672985781991,0.6938201120853578
DenseNet121_v5,Pneumothorax,2025-04-11 16:18:16,0.9487379144766726,0.4827586206896552,0.017743979721166033,0.034229828850855744,0.8148615494925004
