model_name,class_name,timestamp,accuracy,precision,recall,f1_score,auc,true_positives,true_positives_rate,false_positives,false_negatives,true_negatives
DenseNetV4_2,Atelectasis,2025-06-15 18:18:18,0.8178687459389213,0.2591111111111111,0.3391506689936009,0.29377676996724617,0.7176703942975726,583,0.03788174139051332,1667,1136,12004
DenseNetV4_2,Cardiomegaly,2025-06-15 18:18:18,0.969330734243015,0.3993055555555556,0.2777777777777778,0.32763532763532766,0.8676755594780956,115,0.007472384665367121,173,299,14803
DenseNetV4_2,Consolidation,2025-06-15 18:18:18,0.9421702404158544,0.18769230769230769,0.08879184861717612,0.12055335968379446,0.713730505443987,61,0.00396361273554256,264,626,14439
DenseNetV4_2,Edema,2025-06-15 18:18:18,0.9726445743989603,0.2546583850931677,0.11988304093567251,0.16302186878727634,0.8242998622730848,41,0.002664067576348278,120,301,14928
DenseNetV4_2,Effusion,2025-06-15 18:18:18,0.8593892137751787,0.4586397058823529,0.5030241935483871,0.4798076923076923,0.8319752485045213,998,0.06484730344379468,1178,986,12228
DenseNetV4_2,Emphysema,2025-06-15 18:18:18,0.9677063027940221,0.2815884476534296,0.2074468085106383,0.23889739663093415,0.8099337781191456,78,0.0050682261208577,199,298,14815
DenseNetV4_2,Fibrosis,2025-06-15 18:18:18,0.9765432098765432,0.10218978102189781,0.05555555555555555,0.07197943444730077,0.6858258518979883,14,0.0009096816114359974,123,238,15015
DenseNetV4_2,Hernia,2025-06-15 18:18:18,0.9979857050032489,0.5882352941176471,0.29411764705882354,0.39215686274509803,0.8774937560332807,10,0.000649772579597141,7,24,15349
DenseNetV4_2,Infiltration,2025-06-15 18:18:18,0.7805717998700454,0.3678090575275398,0.20407470288624788,0.26250272985367984,0.6419908991753869,601,0.039051332033788175,1033,2344,11412
DenseNetV4_2,Mass,2025-06-15 18:18:18,0.9428200129954516,0.4394904458598726,0.08013937282229965,0.13555992141453832,0.7389881217180362,69,0.0044834307992202725,88,792,14441
DenseNetV4_2,Nodule,2025-06-15 18:18:18,0.8961013645224172,0.14563106796116504,0.14331210191082802,0.14446227929373998,0.6302833883516376,135,0.008771929824561403,792,807,13656
DenseNetV4_2,Pleural_Thickening,2025-06-15 18:18:18,0.9524366471734893,0.14596273291925466,0.09325396825396826,0.11380145278450363,0.7080796860371628,47,0.003053931124106563,275,457,14611
DenseNetV4_2,Pneumonia,2025-06-15 18:18:18,0.9741390513320338,0.020512820512820513,0.018957345971563982,0.019704433497536946,0.6384347419373674,4,0.0002599090318388564,191,207,14988
DenseNetV4_2,Pneumothorax,2025-06-15 18:18:18,0.9419103313840156,0.39923224568138194,0.26362484157160965,0.31755725190839695,0.811402226126672,208,0.013515269655620533,313,581,14288
