epoch,timestamp,class_name,high_confidence_ratio,medium_confidence_ratio,uncertain_ratio,low_confidence_ratio,true_positives,false_positives,loss_contribution,avg_confidence_correct,avg_confidence_incorrect
0,2025-03-16T22:58:38.040236,Atelectasis,0.0,0.0009096225066597362,0.02468975375219284,0.9744006237411474,6,49,0.04257957637310028,0.3255080580711365,0.3421292304992676
0,2025-03-16T22:58:38.040236,Cardiomegaly,0.0,0.0,0.0,1.0,0,0,0.02478068508207798,0.2839099168777466,0.2930356562137604
0,2025-03-16T22:58:38.040236,Consolidation,0.0,0.0,0.0,1.0,0,0,0.024618878960609436,0.26642870903015137,0.27777332067489624
0,2025-03-16T22:58:38.040236,Edema,0.0,0.0,0.007926710415177701,0.9920732895848223,0,0,0.029944226145744324,0.30266228318214417,0.3326463997364044
0,2025-03-16T22:58:38.040236,Effusion,6.497303618998116e-05,0.003963355207588851,0.06952114872327984,0.9264505230329413,42,153,0.050485990941524506,0.3502717614173889,0.38293957710266113
0,2025-03-16T22:58:38.040236,Emphysema,0.0,0.0,0.0,1.0,0,0,0.01933201588690281,0.25551852583885193,0.25447624921798706
0,2025-03-16T22:58:38.040236,Fibrosis,0.0,0.0,0.0009096225066597362,0.9990903774933403,0,2,0.017438240349292755,0.24672473967075348,0.2629806697368622
0,2025-03-16T22:58:38.040236,Hernia,0.0,0.0,0.0,1.0,0,0,0.013393780216574669,0.23532536625862122,0.24511849880218506
0,2025-03-16T22:58:38.040236,Infiltration,0.0004548112533298681,0.012669742057046325,0.7401728282762654,0.24670261841335844,116,287,0.07523635029792786,0.4145519435405731,0.4387906491756439
0,2025-03-16T22:58:38.040236,Mass,0.0,0.0,0.003053732700929114,0.9969462672990709,0,5,0.02845178171992302,0.2807232439517975,0.28383734822273254
0,2025-03-16T22:58:38.040236,No Finding,0.0,0.0,0.00019491910856994348,0.99980508089143,0,0,0.08462199568748474,0.29617661237716675,0.30362260341644287
0,2025-03-16T22:58:38.040236,Nodule,0.0,0.0,0.0,1.0,0,0,0.03038284182548523,0.2718607485294342,0.27960076928138733
0,2025-03-16T22:58:38.040236,Pleural_Thickening,0.0,0.0,0.0,1.0,0,0,0.023877998813986778,0.2725730240345001,0.2757668197154999
0,2025-03-16T22:58:38.040236,Pneumonia,0.0,0.002404002339029303,0.013254499382756156,0.9843414982782145,1,91,0.017341304570436478,0.2438608705997467,0.3552623987197876
0,2025-03-16T22:58:38.040236,Pneumothorax,0.0,0.0,0.0,1.0,0,0,0.02460017241537571,0.2526546120643616,0.2576582133769989
1,2025-03-16T23:26:04.166075,Atelectasis,0.0,0.0,0.0,1.0,0,0,0.037774451076984406,0.30155688524246216,0.3116215169429779
1,2025-03-16T23:26:04.166075,Cardiomegaly,0.0,0.0,0.0,1.0,0,0,0.024418868124485016,0.2848314642906189,0.29591071605682373
1,2025-03-16T23:26:04.166075,Consolidation,0.0,0.0,0.0,1.0,0,0,0.02893258072435856,0.29174813628196716,0.3194233477115631
1,2025-03-16T23:26:04.166075,Edema,0.0,0.0,0.00012994607237996233,0.9998700539276201,0,0,0.02482127770781517,0.2825559675693512,0.33727678656578064
1,2025-03-16T23:26:04.166075,Effusion,0.0,0.0,0.0009745955428497174,0.9990254044571503,0,0,0.0458090640604496,0.33709076046943665,0.3567126393318176
1,2025-03-16T23:26:04.166075,Emphysema,0.0,0.0,0.0,1.0,0,0,0.02334604784846306,0.2822420001029968,0.2832447290420532
1,2025-03-16T23:26:04.166075,Fibrosis,0.0,0.0,0.0,1.0,0,0,0.02376852184534073,0.28618142008781433,0.2998948395252228
1,2025-03-16T23:26:04.166075,Hernia,0.0,0.0,0.0,1.0,0,0,0.008233065716922283,0.2073129266500473,0.21341143548488617
1,2025-03-16T23:26:04.166075,Infiltration,0.0,0.0,0.32493015398609576,0.6750698460139042,0,0,0.058676768094301224,0.3757131099700928,0.39121949672698975
1,2025-03-16T23:26:04.166075,Mass,0.0,0.0,0.0,1.0,0,0,0.03336324915289879,0.3113139569759369,0.31185513734817505
1,2025-03-16T23:26:04.166075,No Finding,0.0,0.0,0.0,1.0,0,0,0.08497508615255356,0.29224154353141785,0.30163490772247314
1,2025-03-16T23:26:04.166075,Nodule,0.0,0.0,0.0,1.0,0,0,0.03154538944363594,0.29848232865333557,0.3005343973636627
1,2025-03-16T23:26:04.166075,Pleural_Thickening,0.0,0.0,0.0,1.0,0,0,0.02299000881612301,0.27367404103279114,0.27635177969932556
1,2025-03-16T23:26:04.166075,Pneumonia,0.0,0.0,0.0,1.0,0,0,0.01632402464747429,0.2513786256313324,0.2568460702896118
1,2025-03-16T23:26:04.166075,Pneumothorax,0.0,0.0,0.0,1.0,0,0,0.03067673370242119,0.3016437292098999,0.3086809813976288
2,2025-03-16T23:53:31.998826,Atelectasis,0.0,0.0,0.0,1.0,0,0,0.03822396323084831,0.30421584844589233,0.3078979253768921
2,2025-03-16T23:53:31.998826,Cardiomegaly,0.0,0.0,0.0,1.0,0,0,0.03291354328393936,0.3219490349292755,0.32476332783699036
2,2025-03-16T23:53:31.998826,Consolidation,0.0,0.0,0.0,1.0,0,0,0.03772416338324547,0.3330661952495575,0.34462007880210876
2,2025-03-16T23:53:31.998826,Edema,0.0,0.0,0.01351439152751608,0.9864856084724839,0,0,0.04162471368908882,0.3496108055114746,0.3770175874233246
2,2025-03-16T23:53:31.998826,Effusion,0.0,0.0,0.0015593528685595478,0.9984406471314404,0,0,0.05228516459465027,0.36512672901153564,0.37484997510910034
2,2025-03-16T23:53:31.998826,Emphysema,0.0,0.0,0.0,1.0,0,0,0.03288104385137558,0.32248571515083313,0.32287734746932983
2,2025-03-16T23:53:31.998826,Fibrosis,0.0,0.0,0.0,1.0,0,0,0.014099364168941975,0.23138298094272614,0.23631104826927185
2,2025-03-16T23:53:31.998826,Hernia,0.0,0.0,0.010265739718017024,0.989734260281983,0,0,0.044095661491155624,0.3602166175842285,0.36136189103126526
2,2025-03-16T23:53:31.998826,Infiltration,0.0,0.0,1.0,0.0,0,0,0.08739309012889862,0.45516344904899597,0.4616977572441101
2,2025-03-16T23:53:31.998826,Mass,0.0,0.0,0.0,1.0,0,0,0.03541773930191994,0.32007741928100586,0.3194473087787628
2,2025-03-16T23:53:31.998826,No Finding,0.0,0.0,0.0,1.0,0,0,0.10036056488752365,0.2539682984352112,0.2586643099784851
2,2025-03-16T23:53:31.998826,Nodule,0.0,0.0,0.0,1.0,0,0,0.02988823875784874,0.2899523675441742,0.2903859317302704
2,2025-03-16T23:53:31.998826,Pleural_Thickening,0.0,0.0,0.00025989214475992465,0.99974010785524,0,0,0.025757288560271263,0.28725382685661316,0.28764989972114563
2,2025-03-16T23:53:31.998826,Pneumonia,0.0,0.0,0.0,1.0,0,0,0.0155568178743124,0.24698597192764282,0.2486092746257782
2,2025-03-16T23:53:31.998826,Pneumothorax,0.0,0.0,0.0,1.0,0,0,0.04691190645098686,0.3604457378387451,0.36213621497154236
3,2025-03-17T00:21:13.370013,Atelectasis,0.0,0.0,0.0,1.0,0,0,0.03744277358055115,0.30043885111808777,0.31016430258750916
3,2025-03-17T00:21:13.370013,Cardiomegaly,0.0,0.0,0.0,1.0,0,0,0.0292242132127285,0.3068732023239136,0.31783628463745117
3,2025-03-17T00:21:13.370013,Consolidation,0.0,0.0,0.0,1.0,0,0,0.025947092100977898,0.2804490327835083,0.30333802103996277
3,2025-03-17T00:21:13.370013,Edema,0.0,0.0,0.0369046845559093,0.9630953154440907,0,0,0.02990804798901081,0.303573876619339,0.3611053228378296
3,2025-03-17T00:21:13.370013,Effusion,0.0,0.0,0.00019491910856994348,0.99980508089143,0,0,0.0442926250398159,0.3327071964740753,0.3544817864894867
3,2025-03-17T00:21:13.370013,Emphysema,0.0,0.0,0.0,1.0,0,0,0.020985929295420647,0.2682075500488281,0.26864901185035706
3,2025-03-17T00:21:13.370013,Fibrosis,0.0,0.0,0.0,1.0,0,0,0.01870623230934143,0.25733518600463867,0.2730870246887207
3,2025-03-17T00:21:13.370013,Hernia,0.0,0.0,0.0,1.0,0,0,0.02239430695772171,0.28308534622192383,0.2830745577812195
3,2025-03-17T00:21:13.370013,Infiltration,0.0,0.0,0.5155610421675005,0.4844389578324995,0,0,0.06530280411243439,0.40024346113204956,0.41095173358917236
3,2025-03-17T00:21:13.370013,Mass,0.0,0.0,0.0,1.0,0,0,0.026656342670321465,0.27377358078956604,0.2740287184715271
3,2025-03-17T00:21:13.370013,No Finding,0.0,0.0,0.0,1.0,0,0,0.08263279497623444,0.29791510105133057,0.30907729268074036
3,2025-03-17T00:21:13.370013,Nodule,0.0,0.0,0.0,1.0,0,0,0.03335430845618248,0.30737385153770447,0.30870819091796875
3,2025-03-17T00:21:13.370013,Pleural_Thickening,0.0,0.0,0.0,1.0,0,0,0.019763976335525513,0.251932829618454,0.2533462345600128
3,2025-03-17T00:21:13.370013,Pneumonia,0.0,0.0,0.0,1.0,0,0,0.01298826839774847,0.2270418107509613,0.23205167055130005
3,2025-03-17T00:21:13.370013,Pneumothorax,0.0,0.0,0.0,1.0,0,0,0.02948787622153759,0.29452139139175415,0.2975867986679077
4,2025-03-17T00:49:07.501677,Atelectasis,0.0,0.0,0.006822168799948022,0.993177831200052,0,0,0.04384050890803337,0.3349931240081787,0.34821033477783203
4,2025-03-17T00:49:07.501677,Cardiomegaly,0.0,0.0,0.03528035865115977,0.9647196413488403,0,0,0.04221217334270477,0.3499892055988312,0.3657130002975464
4,2025-03-17T00:49:07.501677,Consolidation,0.0,0.0,0.009745955428497174,0.9902540445715028,0,0,0.03452172875404358,0.3176131248474121,0.3519434928894043
4,2025-03-17T00:49:07.501677,Edema,0.0,0.0,0.028977974140731597,0.9710220258592684,0,0,0.02576551027595997,0.28443118929862976,0.35253143310546875
4,2025-03-17T00:49:07.501677,Effusion,0.0,6.497303618998116e-05,0.3678123578714833,0.6321226690923267,1,8,0.05693156644701958,0.37929967045783997,0.4081149697303772
4,2025-03-17T00:49:07.501677,Emphysema,0.0,0.0,0.0,1.0,0,0,0.023651862516999245,0.2820925712585449,0.2850857675075531
4,2025-03-17T00:49:07.501677,Fibrosis,0.0,0.0,0.0,1.0,0,0,0.021665582433342934,0.2703244388103485,0.2895487844944
4,2025-03-17T00:49:07.501677,Hernia,0.0,0.0,6.497303618998116e-05,0.99993502696381,0,0,0.018585598096251488,0.2619619369506836,0.2651515007019043
4,2025-03-17T00:49:07.501677,Infiltration,0.0,0.0,0.6427132739912936,0.35728672600870637,0,0,0.07061374932527542,0.41485831141471863,0.4305860102176666
4,2025-03-17T00:49:07.501677,Mass,0.0,0.0,0.0,1.0,0,0,0.03080013021826744,0.297995388507843,0.29892799258232117
4,2025-03-17T00:49:07.501677,No Finding,0.0,0.0,0.0,1.0,0,0,0.09390527755022049,0.2649157643318176,0.27466070652008057
4,2025-03-17T00:49:07.501677,Nodule,0.0,0.0,0.0,1.0,0,0,0.030636144801974297,0.29268038272857666,0.29456257820129395
4,2025-03-17T00:49:07.501677,Pleural_Thickening,0.0,0.0,0.0,1.0,0,0,0.02070523425936699,0.2563854455947876,0.2597617506980896
4,2025-03-17T00:49:07.501677,Pneumonia,0.0,0.0,0.0,1.0,0,0,0.014892030507326126,0.2423350065946579,0.24831433594226837
4,2025-03-17T00:49:07.501677,Pneumothorax,0.0,0.0,0.0,1.0,0,0,0.029644455760717392,0.29378795623779297,0.306502103805542
5,2025-03-17T01:16:57.849238,Atelectasis,0.0,0.0,0.000844649470469755,0.9991553505295302,0,0,0.040827974677085876,0.320636510848999,0.3363167345523834
5,2025-03-17T01:16:57.849238,Cardiomegaly,0.0,0.0,0.0,1.0,0,0,0.02307874523103237,0.27625834941864014,0.30595463514328003
5,2025-03-17T01:16:57.849238,Consolidation,0.0,0.0,0.0,1.0,0,0,0.024213744327425957,0.26467815041542053,0.3094983398914337
5,2025-03-17T01:16:57.849238,Edema,0.0,0.0,0.08323045935936586,0.9167695406406341,0,0,0.021656228229403496,0.24876849353313446,0.35403862595558167
5,2025-03-17T01:16:57.849238,Effusion,0.0,0.0,0.03417581703593009,0.9658241829640699,0,0,0.039551328867673874,0.30626097321510315,0.3489586114883423
5,2025-03-17T01:16:57.849238,Emphysema,0.0,0.0,0.0,1.0,0,0,0.02741071954369545,0.2986741065979004,0.30656829476356506
5,2025-03-17T01:16:57.849238,Fibrosis,0.0,0.0,6.497303618998116e-05,0.99993502696381,0,0,0.019927294924855232,0.2619905471801758,0.2848500907421112
5,2025-03-17T01:16:57.849238,Hernia,0.0,0.0,0.055421999870053924,0.9445780001299461,0,0,0.02628682553768158,0.283088356256485,0.3056188225746155
5,2025-03-17T01:16:57.849238,Infiltration,0.0,0.0,0.262101227990384,0.737898772009616,0,0,0.056678321212530136,0.366707980632782,0.38816210627555847
5,2025-03-17T01:16:57.849238,Mass,0.0,0.0,0.0,1.0,0,0,0.03040521964430809,0.2965637147426605,0.30011916160583496
5,2025-03-17T01:16:57.849238,No Finding,0.0,0.0,0.01637320511987525,0.9836267948801247,0,0,0.07577965408563614,0.32046064734458923,0.3388015031814575
5,2025-03-17T01:16:57.849238,Nodule,0.0,0.0,0.0,1.0,0,0,0.030511442571878433,0.2905406057834625,0.29333752393722534
5,2025-03-17T01:16:57.849238,Pleural_Thickening,0.0,0.0,0.0,1.0,0,0,0.02067260816693306,0.2578708827495575,0.2638300955295563
5,2025-03-17T01:16:57.849238,Pneumonia,0.0,0.0,0.0,1.0,0,0,0.014977486804127693,0.23973606526851654,0.2514432370662689
5,2025-03-17T01:16:57.849238,Pneumothorax,0.0,0.0,0.00012994607237996233,0.9998700539276201,0,0,0.027949826791882515,0.2848165035247803,0.3051612973213196
6,2025-03-17T01:44:45.726523,Atelectasis,0.0,0.0,0.0,1.0,0,0,0.039374303072690964,0.3129205107688904,0.32707515358924866
6,2025-03-17T01:44:45.726523,Cardiomegaly,0.0,0.0,0.001234487687609642,0.9987655123123904,0,0,0.025652553886175156,0.2855651080608368,0.3283648192882538
6,2025-03-17T01:44:45.726523,Consolidation,0.0,0.0,0.0,1.0,0,0,0.02772044949233532,0.28606340289115906,0.3260928690433502
6,2025-03-17T01:44:45.726523,Edema,0.0,0.0,0.07705802092131765,0.9229419790786824,0,0,0.025330394506454468,0.27380311489105225,0.3660254180431366
6,2025-03-17T01:44:45.726523,Effusion,0.0,0.0,0.13702813332467026,0.8629718666753298,0,0,0.043501898646354675,0.3267427980899811,0.3737902343273163
6,2025-03-17T01:44:45.726523,Emphysema,0.0,0.0,0.0,1.0,0,0,0.024887690320611,0.28823643922805786,0.29687994718551636
6,2025-03-17T01:44:45.726523,Fibrosis,0.0,0.0,0.0,1.0,0,0,0.023933006450533867,0.28033632040023804,0.3010808229446411
6,2025-03-17T01:44:45.726523,Hernia,0.0,0.0,0.006562276655188097,0.993437723344812,0,0,0.01731407642364502,0.24942685663700104,0.26627230644226074
6,2025-03-17T01:44:45.726523,Infiltration,0.0,0.0,0.3509193684620882,0.6490806315379117,0,0,0.061721332371234894,0.38781580328941345,0.40357664227485657
6,2025-03-17T01:44:45.726523,Mass,0.0,0.0,0.0,1.0,0,0,0.03180703520774841,0.30281439423561096,0.3047628104686737
6,2025-03-17T01:44:45.726523,No Finding,0.0,0.0,0.0004548112533298681,0.9995451887466701,0,0,0.08048328757286072,0.2942640781402588,0.3173289895057678
6,2025-03-17T01:44:45.726523,Nodule,0.0,0.0,0.0,1.0,0,0,0.03614134341478348,0.3170764744281769,0.31929975748062134
6,2025-03-17T01:44:45.726523,Pleural_Thickening,0.0,0.0,0.0,1.0,0,0,0.021912554278969765,0.26633700728416443,0.2726355493068695
6,2025-03-17T01:44:45.726523,Pneumonia,0.0,0.0,0.0,1.0,0,0,0.014949978329241276,0.24196550250053406,0.24973943829536438
6,2025-03-17T01:44:45.726523,Pneumothorax,0.0,0.0,0.0,1.0,0,0,0.03048739582300186,0.29940274357795715,0.3164135217666626
7,2025-03-17T02:12:41.695868,Atelectasis,0.0,0.0,0.016568124228445197,0.9834318757715548,0,0,0.039368029683828354,0.3105585277080536,0.33300405740737915
7,2025-03-17T02:12:41.695868,Cardiomegaly,0.0,0.0,0.001234487687609642,0.9987655123123904,0,0,0.02129395306110382,0.26038143038749695,0.3150205910205841
7,2025-03-17T02:12:41.695868,Consolidation,0.0,0.0,0.004678058605678643,0.9953219413943214,0,0,0.02638421580195427,0.2749941051006317,0.3203977048397064
7,2025-03-17T02:12:41.695868,Edema,0.0,0.0,0.06906633746994997,0.93093366253005,0,0,0.02245512418448925,0.2543930113315582,0.3584434688091278
7,2025-03-17T02:12:41.695868,Effusion,0.0,0.0,0.16399194334351244,0.8360080566564876,18,21,0.04190462455153465,0.3129108250141144,0.3752039670944214
7,2025-03-17T02:12:41.695868,Emphysema,0.0,0.0,0.00038983821713988695,0.9996101617828601,0,0,0.02299313433468342,0.2752825915813446,0.2950732111930847
7,2025-03-17T02:12:41.695868,Fibrosis,0.0,0.0,0.0,1.0,0,0,0.021517740562558174,0.2669679522514343,0.2934483289718628
7,2025-03-17T02:12:41.695868,Hernia,0.0,0.0035085439542589824,0.05737119095575336,0.9391202650899877,3,278,0.018168101087212563,0.21265308558940887,0.5251947641372681
7,2025-03-17T02:12:41.695868,Infiltration,0.0,0.0,0.3099863556624001,0.6900136443375999,6,29,0.05876671522855759,0.3750908076763153,0.39602968096733093
7,2025-03-17T02:12:41.695868,Mass,0.0,0.0,0.0,1.0,0,0,0.03232615813612938,0.3054032325744629,0.31055253744125366
7,2025-03-17T02:12:41.695868,No Finding,0.0,0.0,0.03878890260541875,0.9612110973945812,0,0,0.07745123654603958,0.3006546199321747,0.3297383189201355
7,2025-03-17T02:12:41.695868,Nodule,0.0,0.0,0.0,1.0,0,0,0.0310352873057127,0.2933337390422821,0.2966494858264923
7,2025-03-17T02:12:41.695868,Pleural_Thickening,0.0,0.0,0.00019491910856994348,0.99980508089143,0,0,0.021813523024320602,0.2627592086791992,0.2796415388584137
7,2025-03-17T02:12:41.695868,Pneumonia,0.0,0.0,0.0,1.0,0,0,0.012357871979475021,0.2195330411195755,0.22977258265018463
7,2025-03-17T02:12:41.695868,Pneumothorax,0.0,0.0,0.01455396010655578,0.9854460398934443,0,0,0.027703849598765373,0.27979034185409546,0.3169068992137909
8,2025-03-17T02:40:50.069171,Atelectasis,0.0,0.0,0.003248651809499058,0.9967513481905009,0,0,0.03468799591064453,0.2757831811904907,0.30694159865379333
8,2025-03-17T02:40:50.069171,Cardiomegaly,0.0,0.0025989214475992464,0.1469690078617374,0.8504320706906634,71,375,0.03655339404940605,0.30661746859550476,0.4611669182777405
8,2025-03-17T02:40:50.069171,Consolidation,0.0,0.0,0.0,1.0,0,0,0.02341548353433609,0.25795188546180725,0.30855610966682434
8,2025-03-17T02:40:50.069171,Edema,0.0,0.0,0.11565200441816646,0.8843479955818335,2,16,0.02371787466108799,0.25053393840789795,0.3849608302116394
8,2025-03-17T02:40:50.069171,Effusion,0.0,0.0,0.1296212071990124,0.8703787928009876,0,0,0.03927212208509445,0.30008265376091003,0.3666824698448181
