model_name,class_name,timestamp,accuracy,precision,recall,f1_score,auc,true_positives,true_positives_rate,false_positives,false_negatives,true_negatives
DenseNetV5_5,Atelectasis,2025-06-21 14:55:45,0.8411306042884991,0.28026634382566584,0.26934264107038974,0.27469593592405817,0.7222569449630516,463,0.030084470435347628,1189,1256,12482
DenseNetV5_5,Cardiomegaly,2025-06-21 14:55:45,0.9684860298895387,0.39076923076923076,0.30676328502415456,0.34370771312584575,0.8366470088050705,127,0.00825211176088369,198,287,14778
DenseNetV5_5,Consolidation,2025-06-21 14:55:45,0.9248213125406108,0.13957055214723926,0.1324599708879185,0.13592233009708737,0.7362545999336103,91,0.005912930474333983,561,596,14142
DenseNetV5_5,Edema,2025-06-21 14:55:45,0.9714749837556855,0.24338624338624337,0.13450292397660818,0.17325800376647835,0.7962648180792224,46,0.0029889538661468486,143,296,14905
DenseNetV5_5,Effusion,2025-06-21 14:55:45,0.8653671215074724,0.47652081109925293,0.4501008064516129,0.4629341627786418,0.8288073384630377,893,0.05802469135802469,981,1091,12425
DenseNetV5_5,Emphysema,2025-06-21 14:55:45,0.9671215074723847,0.25,0.17287234042553193,0.20440251572327045,0.8067116081727975,65,0.004223521767381416,195,311,14819
DenseNetV5_5,Fibrosis,2025-06-21 14:55:45,0.9780376868096167,0.10909090909090909,0.047619047619047616,0.06629834254143646,0.6814221857325307,12,0.0007797270955165692,98,240,15040
DenseNetV5_5,Hernia,2025-06-21 14:55:45,0.9980506822612085,0.625,0.29411764705882354,0.4,0.8777389179167369,10,0.000649772579597141,6,24,15350
DenseNetV5_5,Infiltration,2025-06-21 14:55:45,0.7919428200129954,0.39082412914188613,0.15619694397283532,0.22319262493934983,0.6413117547429403,460,0.029889538661468484,717,2485,11728
DenseNetV5_5,Mass,2025-06-21 14:55:45,0.9285250162443145,0.25760649087221094,0.14750290360046459,0.18759231905465287,0.7346326610665889,127,0.00825211176088369,366,734,14163
DenseNetV5_5,Nodule,2025-06-21 14:55:45,0.9022092267706303,0.11065006915629322,0.08492569002123142,0.0960960960960961,0.6044243445415494,80,0.005198180636777128,643,862,13805
DenseNetV5_5,Pleural_Thickening,2025-06-21 14:55:45,0.9542560103963613,0.12121212121212122,0.06349206349206349,0.08333333333333333,0.7124305435596245,32,0.002079272254710851,232,472,14654
DenseNetV5_5,Pneumonia,2025-06-21 14:55:45,0.9814165042235218,0.037037037037037035,0.014218009478672985,0.02054794520547945,0.6584741203627236,3,0.0001949317738791423,78,208,15101
DenseNetV5_5,Pneumothorax,2025-06-21 14:55:45,0.9383365821962313,0.3705501618122977,0.2902408111533587,0.32551528073916136,0.8230647952043149,229,0.014879792072774529,389,560,14212
